id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description
2603530,the earl wrightson show,nan,2,1948,nan,e6462,nan,nan,nan,1948-1952, the earl wrightson show ,100,2303, the earl wrightson show ,series, variety, abc,1948,1952," a program of music and songs that ran from november 27, 1948 to february  21, 1952. gil fates is the producer. host: earl wrightson. vocalist: betty jane watson. music: the buddy weed trio, the norman paris trio. "
2381125,stars over hollywood,nan,2,1950,nan,s3621,nan,nan,nan,1950-1951, stars over hollywood ,100,7778, stars over hollywood ,series, anthology, nbc,1950,1951," a series of dramatic programs from hollywood. the series, which produced 34 episodes, aired from september 27, 1950 to may  16, 1951. performers include: anita louise, gloria saunders, bruce cabot, mary stuart, ellen corby, frances rafferty, marsha van dyke, harold peary, leon ames, adele jergens, helen parrish, carole matthews, cliff arquette, stanley andrews, frank jenks, maria palmer, cameron mitchell, raymond burr, gerald mohr, buddy ebsen, ross ford, lynn roberts, sally parr, ray montgomery. "
2679030,the little revue,nan,2,1949,nan,l3461,nan,nan,nan,1949-1950, the little revue ,100,4770, the little revue ,series, variety, abc ,1949,1950," a live, half-hour program of music, song and comedy from chicago (the title is derived from the fact that the series is half as long as other variety series). the series aired from september 4, 1949 to december 11, 1949; and from march 17, 1950 to april 28, 1950. host: bill sherry. regulars: gloria van, nancy evans, dick larkin, billy johnson, dick france. orchestra: rex maupin. "
2936160,tv shopper,nan,2,1948,nan,t1216,nan,nan,nan,1948-????, tv shopper ,100,8606, tv shopper ,series, women, dumont,1948,1950," shopping hints, fashion tips, marketing advice, consumer reports and other topics of interest to women. the series ran from november 1, 1948 to december 1, 1950. hostess: kathi norris."
2916735,treasury men in action,nan,2,1950,nan,t6265,nan,nan,nan,1950-1955, treasury men in action ,100,8540, treasury men in action ,series, anthology," abc, nbc",1950,1955," dramatizations based on the files of the united states customs and treasury departments. stories are introduced by the chief. the series ran on abc from september 11, 1950 to december 4, 1950; on nbc from april 5, 1951 to april 1, 1954; and on abc from october 7, 1954 to september 20, 1955. forty selected episodes are syndicated under the title federal men. cast: walter greaza {the chief). announcer: durward kirby, carl frank, murray golden. "
2761042,the rosemary clooney show,nan,2,1956,nan,r2562,nan,nan,nan,1956-????, the rosemary clooney show ,100,7007, the rosemary clooney show ,series, variety, syn.,1956,nan, singer rosemary clooney hosts a weekly program of music and songs with the hilo's as her backup singers and the music of frank devol and his orchestra. 
2787304,the tennessee ernie ford show,nan,2,1956,nan,t5265,nan,nan,nan,1956-1961, the tennessee ernie ford show ,100,8173, the tennessee ernie ford show ,series, variety, nbc,1955,1957," music and songs with country and western singer tennessee ernie ford as the host. the series ran from january 3, 1955 to june 28, 1957. host: tennessee ernie ford. regulars: molly bee, doris drew, reginald gardner, the voices of walter schumann. announcer: skip farrell. orchestra: walter schumann, jack fascinato. "
2628397,the girls,nan,2,1950,nan,g642,nan,nan,nan,1950-????, the girls ,100,3088, the girls ,series, comedy, cbs,1950,nan," new york's greenwich village is the setting for a light hearted look at a hopeful actress (cornelia otis skinner) and a promising writer (emily kimbrough) as they seek fame and fortune in manhattan. based on the novel our llearts were young and gay. the series, which ran from january 1, 1950 to march 25,  1950, was originally titled young and gay cast: bethel leslie {cornelia otis skinner), gloria stroock {cornelia otis skinner; later), mary malone {emily kimbrough). also: kenneth forbes, agnes young, harry bannister, john campbell. "
1220460,i'll buy that,nan,2,1953,nan,i413,nan,nan,nan,1953-1954, i'll buy that ,100,3848, i'll buy that ,series, game, cbs,1953,1954," an object, submitted by a home viewer, is put up for sale. a celebrity panel then questions the host regarding the article's identity. each question raises the purchase price from five dollars to a limit of one hundred dollars. contestants, chosen from the studio audience, then receive the opportunity to identify the article. a correct guess awards the player the purchase price of the article and the opportunity to triple his money by answering three questions. if the player takes the challenge, he must answer all three questions correctly. failure to so costs him his money and his prize becomes the article he identified. host: mike wallace. panelists: hans conried, vanessa brown, robin chandler, albert mooreland, audrey meadows. commercial spokeswoman: robin chandler. "
1221688,i've got a secret,nan,2,1952,nan,i1232,nan,nan,nan,1952-1967, i've got a secret ,100,4015, i've got a secret ,series, game, cbs,1952,1967," the object calls for a celebrity panel of four to guess (through a series of indirect question-and-answer probe rounds) the secret of a guest contestant. players receive both cash and merchandise prizes. an announcer opens the show: ''i've got a secret, presented by winston, america's best tasting, best selhng fiher tip cigarettes. yes, winston tastes good hke a cigarette should. and now winston filter tip cigarettes brings you america's number one panel show, i've got a 5fcrrt starring garry moore."" host: garry moore (1952-1964), steve allen (1964-1967). panelists: jayne meadows, louise albritton, bill cuuen, henry morgan, betsy palmer, laura hobson, walter kiernan, faye emerson, orson bean, steve allen, laraine day, eddie bracken. announcer: john cannon, johnny olsen. "
1276924,it's always jan,nan,2,1955,nan,i3242,nan,nan,nan,1955-1956, it's always jan ,100,3993, it's always jan ,series, comedy, cbs,1955,1956," the harry cooper talent agency represents janis (""jan"") stewart, a talented but relatively unknown singer who is hoping to make the big time. jan is a widow and the mother of ten-year-old josie. jan and josie share an apartment at 46 east 50th street in manhattan with valerie marlowe, a shapely blonde model, and patricia murphy, a secretary with a heart of gold. jan currently works as a nightclub entertainer who performs regularly at tony's cellar, a small supper club in new york's greenwich village. she dreams of starring on broadway and singing at the prestigious sky room of the sherrywaldorf hotel. jan's agent is harry cooper. earle hagen and herbert spencer composed the theme, ""it's always jan.""cast: janis paige {janis stewart), merry anders {valerie malone), patricia bright {patricia murphy), jeri lou james {josie stewart), arch johnson {stanley schrieber), sid melton {harry cooper). "
2007955,playboy's penthouse,nan,2,1959,nan,p4121,nan,nan,nan,1959-1961, playboy's penthouse ,100,6472, playboy's penthouse ,series, variety, syn.,1959,1960," the chicago penthouse of playboy magazine publisher hugh hefner is the setting for a gathering of guest celebrities (who perform), conversation and entertainment. host: hugh hefner. hostesses: the playboy bunnies. music: the marty rubertson trio. "
1986763,person to person,nan,2,1953,nan,p6253,nan,nan,nan,1953-1961, person to person ,100,6362, person to person ,series, interview, cbs,1953,1961," the host, seated in a studio, interviews prominent people from their homes via remote pickup. the series ran from october 2, 1953 to july  2, 1959; and june 23, 1961 to september 16, 1961.host: edward r. murrow (1953-59), charles collingwood (1961). announcer: bob dixon. "
1314027,joey faye's frolics,nan,2,1950,nan,j1216,nan,nan,nan,1950-????, joey faye's frolics ,100,4191, joey faye's frolics ,series, comedy, cbs,1950,nan," a two-week experimental series (april  5, 1950 to april 12, 1950) that spotlights the talents of comedian joey faye. host: joey faye. regulars: audrey christie, mandy kaye, danny dayton, joe silver. "
